Estado,Usuario_agencia_estatal,Usuario_municipal?,Fecha,Mes,Dia,Ano,Factura no.,Marca,Pais_origen_empresa,No_piezas,Costo_Pesos_Mex,Calibre,Semi_auto_auto_n_a,Tipo,Comentario
San Luis Potosí,,Policias municipales,2/6/2014,6,2,2014,20394,DSA,Estados Unidos,5,"142,108",7.62mm,Semi-auto,Fusil,
San Luis Potosí,,Policias municipales,2/6/2014,6,2,2014,20388,DSA,Estados Unidos,12,"322,999",7.62mm,Semi-auto,Fusil,
San Luis Potosí,,Policias municipales,2/6/2014,6,2,2014,20392,DSA,Estados Unidos,1,"27,483",7.62mm,Semi-auto,Fusil,
San Luis Potosí,,Policias municipales,2/6/2014,6,2,2014,20383,DSA,Estados Unidos,2,"56,887",7.62mm,Semi-auto,Fusil,
San Luis Potosí,,,2/6/2014,6,2,2014,20384,Sig Sauer,Estados Unidos,6,"153,234",7.62mm,Semi-auto,Rifle,
San Luis Potosí,,,2/6/2014,6,2,2014,20384,Sig Sauer,Estados Unidos,6,"153,234",7.62mm,Semi-auto,Rifle,
San Luis Potosí,Policía Urbana Bancaria e Industrial del Estado de San Luis Potosí,,5/8/2014,8,5,2014,20625,Beretta,Italia,5,"39,917",9mm,Semi-auto,Pistola,
San Luis Potosí,Policía Urbana Bancaria e Industrial del Estado de San Luis Potosí,,5/8/2014,8,5,2014,20625,Beretta,Italia,5,"39,917",9mm,Semi-auto,Pistola,
San Luis Potosí,Policía Urbana Bancaria e Industrial del Estado de San Luis Potosí,,5/8/2014,8,5,2014,20625,Mossberg,Estados Unidos,20,"68,568",12 G.A.,n.a.,Escopeta,
San Luis Potosí,Policía Urbana Bancaria e Industrial del Estado de San Luis Potosí,,5/8/2014,8,5,2014,20625,Mossberg,Estados Unidos,20,"68,568",12 G.A.,n.a.,Escopeta,
San Luis Potosí,,Policias municipales,5/8/2014,8,5,2014,20616,Beretta,Italia,15,"112,811",9mm,Semi-auto,Pistola,
San Luis Potosí,,Policias municipales,5/8/2014,8,5,2014,20616,Beretta,Italia,15,"112,811",9mm,Semi-auto,Pistola,
San Luis Potosí,,Policias municipales,5/8/2014,8,5,2014,20615,Beretta,Italia,260,"2,046,227",9mm,Semi-auto,Pistola,
San Luis Potosí,,Policias municipales,5/8/2014,8,5,2014,20615,Beretta,Italia,260,"2,046,227",9mm,Semi-auto,Pistola,
San Luis Potosí,,Policias municipales,5/8/2014,8,5,2014,20611,Combined Systems,Estados Unidos,2,"17,603",NA,n.a.,Lanzador,
San Luis Potosí,,Policias municipales,5/8/2014,8,5,2014,20615,Mendoza,México,55,"553,322",9mm,Semi-auto,Subametralladora,
San Luis Potosí,,Policias municipales,5/8/2014,8,5,2014,20615,Mendoza,México,55,"553,322",9mm,Semi-auto,Subametralladora,
San Luis Potosí,,Policias municipales,6/8/2014,8,6,2014,20626,Beretta,Italia,5,"37,352",9mm,Semi-auto,Pistola,
San Luis Potosí,,Policias municipales,6/8/2014,8,6,2014,20626,Beretta,Italia,5,"37,352",9mm,Semi-auto,Pistola,
San Luis Potosí,,Policias municipales,6/8/2014,8,6,2014,20626,Mendoza,México,2,"23,671",9mm,Semi-auto,Subametralladora,
San Luis Potosí,,Policias municipales,6/8/2014,8,6,2014,20626,Mendoza,México,2,"23,671",9mm,Semi-auto,Subametralladora,
San Luis Potosí,,Policias municipales,6/8/2014,8,6,2014,20626,Mossberg,Estados Unidos,6,"20,387",12 G.A.,n.a.,Escopeta,
San Luis Potosí,,Policias municipales,6/8/2014,8,6,2014,20626,Mossberg,Estados Unidos,6,"20,387",12 G.A.,n.a.,Escopeta,
San Luis Potosí,Direccion General de Ejecucion de Medidas para Menores,,8/8/2014,8,8,2014,20636,Mossberg,Estados Unidos,1,"3,439",12 G.A.,n.a.,Escopeta,
San Luis Potosí,Agencia de Seguridad Estatal,,12/3/2015,3,12,2015,21485,Beretta,Italia,2,"14,714",9mm,Semi-auto,Pistola,
San Luis Potosí,Agencia de Seguridad Estatal,,12/3/2015,3,12,2015,21485,Beretta,Italia,2,"14,714",9mm,Semi-auto,Pistola,
