Estado,Usuario_agencia_estatal,Usuario_municipal?,Fecha,Mes,Dia,Ano,Factura no.,Marca,Pais_origen_empresa,No_piezas,Costo_Pesos_Mex,Calibre,Semi_auto_auto_n_a,Tipo,Comentario
Estado Mexico,,Policias municipales,9/6/2009,6,9,2009,2969,Mendoza,México,11,"79,170",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,,Policias municipales,30/6/2009,6,30,2009,3055,Bushmaster,Estados Unidos,2,"32,979",5.56mm,n.a.,Carabina,
Estado Mexico,,Policias municipales,30/6/2009,6,30,2009,3055,Combined Systems,Estados Unidos,1,"6,595",NA,n.a.,Lanzador simple,
Estado Mexico,,Policias municipales,30/6/2009,6,30,2009,3055,Heckler & Koch,Alemania,4,"108,424",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,,Policias municipales,30/6/2009,6,30,2009,3055,Mossberg,Estados Unidos,2,"6,096",12 G.A.,n.a.,Escopeta,
Estado Mexico,,Policias municipales,30/6/2009,6,30,2009,3055,Sako,Finlandia,1,"89,163",".308"" win",n.a.,Fusil sniper,
Estado Mexico,,Policias municipales,30/6/2009,6,30,2009,3055,Sig Sauer,Estados Unidos,10,"128,365",".357"" sig",n.a.,Pistola,
Estado Mexico,,Policias municipales,3/8/2009,8,3,2009,3167,Sniper,Estados Unidos,1,"25,512",7.62mm,Semi-auto,Fusil,
Estado Mexico,,Policias municipales,3/8/2009,8,3,2009,3167,Combined Systems,Estados Unidos,1,"6,537",NA,n.a.,Lanzador simple,
Estado Mexico,,Policias municipales,3/8/2009,8,3,2009,3167,Mendoza,México,4,"36,191",9mm,Automática,Subametralladora,
Estado Mexico,,Policias municipales,3/8/2009,8,3,2009,3167,Mossberg,Estados Unidos,2,"6,042",12 G.A.,n.a.,Escopeta,
Estado Mexico,,Policias municipales,3/8/2009,8,3,2009,3167,Smith & Wesson,Estados Unidos,10,"69,564",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,3/8/2009,8,3,2009,3167,Smith & Wesson,Estados Unidos,4,"58,870",5.56mm,Semi-auto,Rifle,
Estado Mexico,Agencia de Seguridad Estatal,,21/9/2009,9,21,2009,3344,Glock,Austria,452,"3,099,746",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,,21/9/2009,9,21,2009,3344,Mendoza,México,318,"2,288,759",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,,21/9/2009,9,21,2009,3344,Mendoza,México,382,"2,749,390",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,,21/9/2009,9,21,2009,3344,Mossberg,Estados Unidos,418,"1,245,022",12 G.A.,n.a.,Escopeta,
Estado Mexico,Agencia de Seguridad Estatal,,6/11/2009,11,6,2009,3493,Beretta,Italia,100,"827,134",".40""",Semi-auto,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,,6/11/2009,11,6,2009,3493,Beretta,Italia,102,"2,168,412",5.56mm,Automática,Rifle,
Estado Mexico,Agencia de Seguridad Estatal,,6/11/2009,11,6,2009,3493,Colt,Estados Unidos,400,"10,316,012",5.56mm,Automática,Carabina,
Estado Mexico,Agencia de Seguridad Estatal,,6/11/2009,11,6,2009,3493,Combined Systems,Estados Unidos,100,"721,018",NA,n.a.,Lanzador simple,
Estado Mexico,Agencia de Seguridad Estatal,,6/11/2009,11,6,2009,3493,Glock,Austria,100,"767,228",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,,6/11/2009,11,6,2009,3493,Walther,Alemania,100,"820,028",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,24/3/2010,3,24,2010,3967,Beretta,Italia,34,"261,200",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,24/3/2010,3,24,2010,3966,Mossberg,Estados Unidos,5,"14,498",12 G.A.,n.a.,Escopeta,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4143,Beretta,Italia,5,"39,306",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4143,Bushmaster,Estados Unidos,2,"32,296",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4144,Beretta,Italia,14,"110,057",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4133,Glock,Austria,6,"43,228",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4134,Glock,Austria,4,"28,818",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4145,Beretta,Italia,5,"39,306",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4145,Mossberg,Estados Unidos,2,"5,970",12 G.A.,n.a.,Escopeta,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4147,Beretta,Italia,4,"80,819",5.56mm,Semi-auto,Rifle,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4147,Mossberg,Estados Unidos,3,"8,955",12 G.A.,n.a.,Escopeta,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4148,Beretta,Italia,26,"525,328",5.56mm,Semi-auto,Rifle,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4136,Glock,Austria,20,"144,093",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4137,Beretta,Italia,7,"55,028",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4149,Beretta,Italia,7,"55,028",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4138,Glock,Austria,9,"64,842",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4139,Beretta,Italia,4,"80,819",5.56mm,Semi-auto,Rifle,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4139,Glock,Austria,4,"28,818",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4140,Beretta,Italia,15,"303,073",5.56mm,Semi-auto,Rifle,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4140,Walther,Alemania,30,"125,694",".22"" L.R.",n.a.,Pistola,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4141,Beretta,Italia,8,"62,889",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,19/5/2010,5,19,2010,4150,Beretta,Italia,5,"39,306",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,23/6/2010,6,23,2010,4285,Beretta,Italia,7,"141,434",5.56mm,Semi-auto,Rifle,
Estado Mexico,,Policias municipales,23/6/2010,6,23,2010,4286,Glock,Austria,6,"43,228",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,23/6/2010,6,23,2010,4287,Glock,Austria,23,"165,707",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,23/6/2010,6,23,2010,4288,Glock,Austria,6,"43,228",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,,16/7/2010,7,16,2010,4405,Beretta,Italia,62,"1,175,540",5.56mm,Semi-auto,Rifle,
Estado Mexico,Agencia de Seguridad Estatal,,16/7/2010,7,16,2010,4406,Beretta,Italia,5,"94,801",5.56mm,Semi-auto,Rifle,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4412,Bushmaster,Estados Unidos,3,"48,445",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4412,Combined Systems,Estados Unidos,1,"6,136",NA,n.a.,Lanzador simple,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4413,Bushmaster,Estados Unidos,8,"129,187",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4414,Bushmaster,Estados Unidos,3,"48,445",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4414,Glock,Austria,6,"43,228",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4415,Bushmaster,Estados Unidos,15,"242,226",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4416,Bushmaster,Estados Unidos,4,"64,593",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4416,Glock,Austria,13,"93,660",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4416,Mossberg,Estados Unidos,10,"29,852",12 G.A.,n.a.,Escopeta,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4417,Bushmaster,Estados Unidos,25,"403,710",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4417,Glock,Austria,31,"223,345",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4418,Mendoza,México,13,"121,627",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4407,Bushmaster,Estados Unidos,11,"174,147",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4446,Beretta,Italia,196,"1,388,601",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4419,Bushmaster,Estados Unidos,22,"355,265",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4448,Glock,Austria,1,"7,161",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4420,Glock,Austria,49,"353,029",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4421,Bushmaster,Estados Unidos,7,"113,039",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4422,Bushmaster,Estados Unidos,2,"32,296",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4422,Glock,Austria,7,"50,432",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4423,Bushmaster,Estados Unidos,10,"161,484",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4423,Mossberg,Estados Unidos,10,"29,852",12 G.A.,n.a.,Escopeta,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4443,Beretta,Italia,2,"39,759",5.56mm,Semi-auto,Rifle,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4443,Glock,Austria,10,"70,905",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4443,Mossberg,Estados Unidos,2,"5,875",12 G.A.,n.a.,Escopeta,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4449,Combined Systems,Estados Unidos,1,"6,039",NA,n.a.,Lanzador simple,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4424,Bushmaster,Estados Unidos,8,"129,187",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4404,Walther,Alemania,11,"43,248",".22"" L.R.",n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4425,Beretta,Italia,9,"70,751",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4426,Bushmaster,Estados Unidos,4,"64,593",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4427,Glock,Austria,10,"72,046",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4428,Bushmaster,Estados Unidos,3,"48,445",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4428,Mossberg,Estados Unidos,1,"2,985",12 G.A.,n.a.,Escopeta,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4429,Bushmaster,Estados Unidos,8,"129,187",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4444,Bushmaster,Estados Unidos,11,"174,817",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4444,Glock,Austria,34,"241,077",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4430,Glock,Austria,5,"36,023",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4431,Bushmaster,Estados Unidos,6,"96,890",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4433,Bushmaster,Estados Unidos,5,"80,742",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4433,Glock,Austria,5,"36,023",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4408,Bushmaster,Estados Unidos,5,"78,426",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4409,Glock,Austria,4,"28,362",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4434,Bushmaster,Estados Unidos,8,"129,187",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4434,Glock,Austria,10,"72,046",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4435,Beretta,Italia,1,"7,861",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4436,Bushmaster,Estados Unidos,1,"16,148",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4436,Glock,Austria,3,"21,614",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4437,Bushmaster,Estados Unidos,3,"48,445",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4437,Glock,Austria,4,"28,818",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4438,Bushmaster,Estados Unidos,5,"80,742",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4438,Glock,Austria,4,"28,818",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4447,Beretta,Italia,94,"665,961",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4439,Beretta,Italia,20,"157,224",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4439,Bushmaster,Estados Unidos,20,"322,968",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4440,Beretta,Italia,16,"125,779",9mm,Semi-auto,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4440,Bushmaster,Estados Unidos,10,"161,484",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4441,Glock,Austria,15,"108,070",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4441,Mossberg,Estados Unidos,15,"44,778",12 G.A.,n.a.,Escopeta,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4442,Bushmaster,Estados Unidos,20,"322,968",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,16/7/2010,7,16,2010,4442,Glock,Austria,20,"144,093",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,1/9/2010,9,1,2010,4795,Beretta,Italia,4,"39,449",9mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,22/10/2010,10,22,2010,4963,Mendoza,México,1,"9,356",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,,Policias municipales,22/10/2010,10,22,2010,4950,Mendoza,México,7,"65,491",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,,Policias municipales,22/10/2010,10,22,2010,4951,Bushmaster,Estados Unidos,13,"210,721",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,22/10/2010,10,22,2010,4953,Mendoza,México,9,"84,203",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,,Policias municipales,22/10/2010,10,22,2010,4955,Mendoza,México,3,"28,067",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,,Policias municipales,22/10/2010,10,22,2010,4954,Bushmaster,Estados Unidos,15,"243,140",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,22/10/2010,10,22,2010,4954,Glock,Austria,15,"108,478",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,22/10/2010,10,22,2010,4959,Mendoza,México,2,"18,712",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,,Policias municipales,22/10/2010,10,22,2010,4960,Mendoza,México,1,"9,356",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,,Policias municipales,22/10/2010,10,22,2010,4958,Bushmaster,Estados Unidos,20,"324,188",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,22/10/2010,10,22,2010,4958,Glock,Austria,70,"506,231",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,22/10/2010,10,22,2010,4957,Bushmaster,Estados Unidos,31,"502,491",5.56mm,Semi-auto,Carabina,
Estado Mexico,,Policias municipales,22/10/2010,10,22,2010,4957,Glock,Austria,69,"498,999",9mm,n.a.,Pistola,
Estado Mexico,,Policias municipales,22/10/2010,10,22,2010,4962,Glock,Austria,20,"144,638",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,16/11/2010,11,16,2010,5035,Glock,Austria,24,"166,518",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,16/11/2010,11,16,2010,5036,Beretta,Italia,100,"764,310",9mm,Semi-auto,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,,16/11/2010,11,16,2010,5032,Glock,Austria,100,"804,200",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,23/11/2010,11,23,2010,5088,Bushmaster,Estados Unidos,172,"2,655,949",".223"" rem",n.a.,Carabina,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,23/11/2010,11,23,2010,5089,Sako,Finlandia,1,"89,669",".308"" win",n.a.,Fusil sniper,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,15/12/2010,12,15,2010,5292,Combined Systems,Estados Unidos,1,"6,135",NA,n.a.,Lanzador simple,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5555,Glock,Austria,20,"137,134",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5556,Glock,Austria,4,"27,427",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5557,Glock,Austria,2,"13,713",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5559,Glock,Austria,60,"411,401",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5561,Mossberg,Estados Unidos,4,"11,364",12 G.A.,n.a.,Escopeta,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5562,Glock,Austria,5,"34,283",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5562,Mossberg,Estados Unidos,5,"14,205",12 G.A.,n.a.,Escopeta,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5563,Glock,Austria,2,"13,713",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5564,Glock,Austria,5,"34,283",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5565,Glock,Austria,5,"34,283",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5566,Glock,Austria,10,"68,567",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5567,Glock,Austria,6,"41,140",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5560,Glock,Austria,5,"34,283",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5568,Glock,Austria,5,"34,283",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5568,Mendoza,México,2,"18,712",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5569,Glock,Austria,20,"137,134",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5569,Mossberg,Estados Unidos,5,"14,205",12 G.A.,n.a.,Escopeta,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5570,Glock,Austria,7,"47,987",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5572,Glock,Austria,2,"13,713",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5573,Glock,Austria,20,"137,134",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5574,Glock,Austria,2,"13,713",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5575,Glock,Austria,8,"54,854",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,24/1/2011,1,24,2011,5576,Glock,Austria,7,"47,997",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,,24/1/2011,1,24,2011,5561,Glock,Austria,2,"13,713",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5590,Glock,Austria,6,"41,140",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5579,Glock,Austria,10,"67,589",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5579,Mendoza,México,2,"37,424",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5579,Mossberg,Estados Unidos,2,"5,601",12 G.A.,n.a.,Escopeta,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5586,DSA,Estados Unidos,1,"25,293",7.62mm,Semi-auto,Fusil de asalto,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5587,DSA,Estados Unidos,15,"378,124",7.62mm,Semi-auto,Fusil de asalto,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5583,Beretta,Italia,102,"752,453",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5581,DSA,Estados Unidos,4,"100,833",7.62mm,Semi-auto,Fusil de asalto,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5581,Glock,Austria,100,"720,469",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5580,Glock,Austria,44,"297,388",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5580,Mendoza,México,4,"37,424",9mm,Semi-auto,Pistola ametralladora,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5580,Mossberg,Estados Unidos,2,"5,601",12 G.A.,n.a.,Escopeta,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5588,DSA,Estados Unidos,5,"126,041",7.62mm,Semi-auto,Fusil de asalto,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5582,Beretta,Italia,6,"44,550",9mm,Semi-auto,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5584,Beretta,Italia,50,"371,249",9mm,Semi-auto,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5589,DSA,Estados Unidos,3,"75,025",7.62mm,Semi-auto,Fusil de asalto,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5577,Glock,Austria,2,"13,718",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,25/1/2011,1,25,2011,5578,Glock,Austria,10,"68,567",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,23/3/2011,3,23,2011,5847,Beretta,Italia,11,"205,727",5.56mm,Semi-auto,Rifle,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,23/3/2011,3,23,2011,5846,Glock,Austria,30,"199,991",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,23/3/2011,3,23,2011,5856,DSA,Estados Unidos,2,"47,981",7.62mm,Semi-auto,Fusil de asalto,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,23/3/2011,3,23,2011,5849,Beretta,Italia,8,"74,227",9mm,Semi-auto,Carabina,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,23/3/2011,3,23,2011,5852,Glock,Austria,56,"373,317",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,23/3/2011,3,23,2011,5850,Glock,Austria,17,"113,328",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,23/3/2011,3,23,2011,5850,Mossberg,Estados Unidos,6,"16,573",12 G.A.,n.a.,Escopeta,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,23/3/2011,3,23,2011,5850,Smith & Wesson,Estados Unidos,17,"127,918",".38""",n.a.,Revolver,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,23/3/2011,3,23,2011,5857,DSA,Estados Unidos,9,"215,916",7.62mm,Semi-auto,Fusil de asalto,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,23/3/2011,3,23,2011,5859,DSA,Estados Unidos,2,"47,981",7.62mm,Semi-auto,Fusil de asalto,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,23/3/2011,3,23,2011,5852,Mendoza,México,4,"41,166",9mm,Semi-auto,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,23/3/2011,3,23,2011,5852,Mossberg,Estados Unidos,2,"5,524",12 G.A.,n.a.,Escopeta,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,29/3/2011,3,29,2011,5943,Sig Sauer,Estados Unidos,34,"279,804",9mm,n.a.,Pistola,
Estado Mexico,Agencia de Seguridad Estatal,Policias municipales,29/3/2011,3,29,2011,5944,Sig Sauer,Estados Unidos,300,"2,551,421",9mm,n.a.,Pistola,
